row_index,original_prompt,error_type,error_message,http_status,timestamp
3230,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:18.306942
3231,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:21.746908
3232,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:25.436484
3233,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:29.017298
3234,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:32.502936
3235,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:36.260070
3236,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:39.669631
3237,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:43.456425
3238,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:47.009748
3239,nan,API Error,"Your request was flagged by our content moderation system, as a result your request was denied and you were not charged.",403,2025-03-20T13:32:50.686641
